time              lon               lat               alt               heading           pitch             roll              vn                vh                ve                
17.46637261       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
17.65837670       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
17.67037696       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
17.95538304       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
18.13238682       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
18.32139085       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
18.51039488       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
18.69939891       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
18.72039936       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
18.92440371       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
19.10740762       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
19.30241178       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
19.49141581       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
19.68341990       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
19.87842406       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
20.07042816       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
20.25643213       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
20.44543616       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
20.63744026       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
20.82644429       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.01244826       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.03644877       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.20745242       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.39645645       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.58846054       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.77146445       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
21.96046848       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
22.14947251       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
22.33847654       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
22.54548096       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
22.57548160       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
22.77648589       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
22.80048640       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.01049088       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.21149517       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.23249562       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.40049920       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.61950387       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.80850790       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
23.99451187       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.19251610       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.20151629       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.38452019       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.57352422       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.76252826       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.76552832       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
24.95453235       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
